Sentence,Context_PP1,Context_PP2,Context_PP1_simple,Context_PP2_simple,PP1_simple,PP2_simple,Verb,PP1,PP2,PP1_len,PP2_len,Adp1,Adp2,NP1,NP2,PP1_Pronom,PP2_Pronom,PP1_Type,PP2_Type,Position,Language
"Runājot par vēlmju saskaņošanu ar praktisko rīcību , ir bezjēdzīgi žēloties , ka , piemēram , no Valsts probācijas dienesta zemā atalgojuma dēļ aiziet darbinieki , ja nav pat plāna , kad un kā atalgojumu mainīt .","Runājot par vēlmju saskaņošanu ar praktisko rīcību , ir bezjēdzīgi žēloties , ka , piemēram , no Valsts probācijas dienesta","Runājot par vēlmju saskaņošanu ar praktisko rīcību , ir bezjēdzīgi žēloties , ka , piemēram , zemā atalgojuma dēļ","Runājot par vēlmju saskaņošanu ar praktisko rīcību , ir bezjēdzīgi žēloties , ka , piemēram , no dienesta","Runājot par vēlmju saskaņošanu ar praktisko rīcību , ir bezjēdzīgi žēloties , ka , piemēram , atalgojuma dēļ",no dienests,atalgojums dēļ,aiziet,no Valsts probācijas dienesta,zemā atalgojuma dēļ,4,3,no,dēļ,dienests,atalgojums,NOUN,NOUN,prepositional,postpositional,Preverbal,Latvian
"Teikšu godīgi : man ir apnicis skatīties , kā slimi bērni tiek vesti uz bērnudārzu , man ir apnicis skatīties , kā slimi cilvēki iet uz darbu ar 39 un 40 grādu temperatūru .","Teikšu godīgi : man ir apnicis skatīties , kā slimi bērni tiek vesti uz bērnudārzu , man ir apnicis skatīties , kā slimi cilvēki iet uz darbu","Teikšu godīgi : man ir apnicis skatīties , kā slimi bērni tiek vesti uz bērnudārzu , man ir apnicis skatīties , kā slimi cilvēki iet ar 39 un 40 grādu temperatūru","Teikšu godīgi : man ir apnicis skatīties , kā slimi bērni tiek vesti uz bērnudārzu , man ir apnicis skatīties , kā slimi cilvēki iet uz darbu","Teikšu godīgi : man ir apnicis skatīties , kā slimi bērni tiek vesti uz bērnudārzu , man ir apnicis skatīties , kā slimi cilvēki iet ar temperatūru",uz darbs,ar temperatūra,iet,uz darbu,ar 39 un 40 grādu temperatūru,2,6,uz,ar,darbs,temperatūra,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Pamatojoties uz Zemkopības ministrijas informāciju , zaudējumi nozarei šā gada decembrī , rēķinot no augusta līdz decembrim , varētu sasniegt vairāk nekā 20 miljonus eiro .","Pamatojoties uz Zemkopības ministrijas informāciju , zaudējumi nozarei šā gada decembrī , rēķinot no augusta","Pamatojoties uz Zemkopības ministrijas informāciju , zaudējumi nozarei šā gada decembrī , rēķinot līdz decembrim","Pamatojoties uz Zemkopības ministrijas informāciju , zaudējumi nozarei šā gada decembrī , rēķinot no augusta","Pamatojoties uz Zemkopības ministrijas informāciju , zaudējumi nozarei šā gada decembrī , rēķinot līdz decembrim",no augusts,līdz decembris,rēķināt,no augusta,līdz decembrim,2,2,no,līdz,augusts,decembris,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Patiesībā , mēs pārcēlāmies no Stratfordas uz Losandželosu .","Patiesībā , mēs pārcēlāmies no Stratfordas","Patiesībā , mēs pārcēlāmies uz Losandželosu","Patiesībā , mēs pārcēlāmies no Stratfordas","Patiesībā , mēs pārcēlāmies uz Losandželosu",no Stratforda,uz Losandželosa,pārcelties,no Stratfordas,uz Losandželosu,2,2,no,uz,Stratforda,Losandželosa,PROPN,PROPN,prepositional,prepositional,Postverbal,Latvian
Kopš pievienošanās ES 2004. gadā un darba tirgus atvēršanas ES valstīs katru gadu no Latvijas aizceļo ievērojams skaits iedzīvotāju .,Kopš pievienošanās ES 2004. gadā un darba tirgus atvēršanas ES valstīs,no Latvijas,Kopš pievienošanās,no Latvijas,kopš pievienošanās,no Latvija,aizceļot,Kopš pievienošanās ES 2004. gadā un darba tirgus atvēršanas ES valstīs,no Latvijas,11,2,kopš,no,pievienošanās,Latvija,NOUN,PROPN,prepositional,prepositional,Preverbal,Latvian
"Šodien visizšķirošākās robežas vairs nav tās , kuras ir starp nacionālajām valstīm , bet gan tās , kuras ir starp Ziemeļiem un Dienvidiem : t.i. starp spēcīgajām valstīm Ziemeļamerikā , Rietumeiropā , Japānā un Okeānijā un starp nabadzīgākām valstīm Āfrikā , Āzijā un Latīņamerikā .","Šodien visizšķirošākās robežas vairs nav tās , kuras ir starp nacionālajām valstīm , bet gan tās , kuras ir starp Ziemeļiem un Dienvidiem","Šodien visizšķirošākās robežas vairs nav tās , kuras ir starp nacionālajām valstīm , bet gan tās , kuras ir : t.i. starp spēcīgajām valstīm Ziemeļamerikā , Rietumeiropā , Japānā un Okeānijā un starp nabadzīgākām valstīm Āfrikā , Āzijā un Latīņamerikā","Šodien visizšķirošākās robežas vairs nav tās , kuras ir starp nacionālajām valstīm , bet gan tās , kuras ir starp Ziemeļiem","Šodien visizšķirošākās robežas vairs nav tās , kuras ir starp nacionālajām valstīm , bet gan tās , kuras ir starp valstīm",starp ziemelis,starp valsts,būt,starp Ziemeļiem un Dienvidiem,": t.i. starp spēcīgajām valstīm Ziemeļamerikā , Rietumeiropā , Japānā un Okeānijā un starp nabadzīgākām valstīm Āfrikā , Āzijā un Latīņamerikā",4,21,starp,starp,ziemelis,valsts,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Grozījumi paredzēja , ka Eiropas Savienības līguma sadaļa par kopīgo imigrācijas , patvēruma un vīzu politiku tika pārcelta no III pīlārā uz I pīlāru – Eiropas Kopienu .","Grozījumi paredzēja , ka Eiropas Savienības līguma sadaļa par kopīgo imigrācijas , patvēruma un vīzu politiku tika pārcelta no III pīlārā","Grozījumi paredzēja , ka Eiropas Savienības līguma sadaļa par kopīgo imigrācijas , patvēruma un vīzu politiku tika pārcelta uz I pīlāru – Eiropas Kopienu","Grozījumi paredzēja , ka Eiropas Savienības līguma sadaļa par kopīgo imigrācijas , patvēruma un vīzu politiku tika pārcelta no pīlārā","Grozījumi paredzēja , ka Eiropas Savienības līguma sadaļa par kopīgo imigrācijas , patvēruma un vīzu politiku tika pārcelta uz pīlāru",no pīlārs,uz pīlārs,pārcelt,no III pīlārā,uz I pīlāru – Eiropas Kopienu,3,6,no,uz,pīlārs,pīlārs,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Centrā atradās kopējais Krievu skolu štābs , un no mūsu skolas bija divi cilvēki , kuri brauca uz Štābu pēc krekliņiem .","Centrā atradās kopējais Krievu skolu štābs , un no mūsu skolas bija divi cilvēki , kuri brauca uz Štābu","Centrā atradās kopējais Krievu skolu štābs , un no mūsu skolas bija divi cilvēki , kuri brauca pēc krekliņiem","Centrā atradās kopējais Krievu skolu štābs , un no mūsu skolas bija divi cilvēki , kuri brauca uz Štābu","Centrā atradās kopējais Krievu skolu štābs , un no mūsu skolas bija divi cilvēki , kuri brauca pēc krekliņiem",uz štābs,pēc krekliņš,braukt,uz Štābu,pēc krekliņiem,2,2,uz,pēc,štābs,krekliņš,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
Projekts tika noslēgts 2004. gadā pēc desmit gadu darbības līdz ar Baltijas valstu iestāšanos NATO .,Projekts tika noslēgts 2004. gadā pēc desmit gadu darbības,Projekts tika noslēgts 2004. gadā līdz ar Baltijas valstu iestāšanos NATO,Projekts tika noslēgts 2004. gadā pēc darbības,Projekts tika noslēgts 2004. gadā ar iestāšanos,pēc darbība,ar iestāšanās,noslēgt,pēc desmit gadu darbības,līdz ar Baltijas valstu iestāšanos NATO,4,6,pēc,ar,darbība,iestāšanās,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Pēdējā desmitgadē , kopējam valsts budžeta finansēto studentu skaitam praktiski nemainoties , budžeta finansēto studentu skaits izglītības jomā ir samazinājies no 5990 studentiem 2000. / 01. studiju gadā uz 3064 studentiem 2007. / 08. studiju gadā .","Pēdējā desmitgadē , kopējam valsts budžeta finansēto studentu skaitam praktiski nemainoties , budžeta finansēto studentu skaits izglītības jomā ir samazinājies no 5990 studentiem 2000. / 01. studiju gadā","Pēdējā desmitgadē , kopējam valsts budžeta finansēto studentu skaitam praktiski nemainoties , budžeta finansēto studentu skaits izglītības jomā ir samazinājies uz 3064 studentiem 2007. / 08. studiju gadā","Pēdējā desmitgadē , kopējam valsts budžeta finansēto studentu skaitam praktiski nemainoties , budžeta finansēto studentu skaits izglītības jomā ir samazinājies no studentiem","Pēdējā desmitgadē , kopējam valsts budžeta finansēto studentu skaitam praktiski nemainoties , budžeta finansēto studentu skaits izglītības jomā ir samazinājies uz studentiem",no students,uz students,samazināties,no 5990 studentiem 2000. / 01. studiju gadā,uz 3064 studentiem 2007. / 08. studiju gadā,8,8,no,uz,students,students,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
"Ļeoņidiks , nervozi smaidīdams atvadījies , iziet pa durvīm uz neatgriešanos , dzīvoklī kopā paliek Ļika un Marats – jaunas dzīves sākumā .","Ļeoņidiks , nervozi smaidīdams atvadījies , iziet pa durvīm","Ļeoņidiks , nervozi smaidīdams atvadījies , iziet uz neatgriešanos","Ļeoņidiks , nervozi smaidīdams atvadījies , iziet pa durvīm","Ļeoņidiks , nervozi smaidīdams atvadījies , iziet uz neatgriešanos",pa durvis,uz neatgriešanās,iziet,pa durvīm,uz neatgriešanos,2,2,pa,uz,durvis,neatgriešanās,NOUN,NOUN,prepositional,prepositional,Postverbal,Latvian
